이름,유형,리뷰 수,주소,영업 시간,포장 가능 여부,반려동물 동반 가능 여부,메뉴
더 엘씨,"카페,디저트","['방문자 리뷰 544', '블로그 리뷰 82']",서울 서초구 서초대로48길 20 1층,"[{'day': '화', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '수', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '목', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '금', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '토', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '일', 'hours': '08:00 - 22:30\n22:00 라스트오더'}, {'day': '월', 'hours': '08:00 - 21:00\n20:30 라스트오더'}]",True,False,"['티라미수아몬드', '크림블랙', '크림라떼', '딸기바나나주스']"
카페온로스터리 양재점,"카페,디저트","['방문자 리뷰 30', '블로그 리뷰 1']",서울 서초구 양재천로11길 18 1층,"[{'day': '화', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '수', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '목', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '금', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '토', 'hours': '10:00 - 20:00\n19:30 라스트오더'}, {'day': '일', 'hours': '10:00 - 20:00\n19:30 라스트오더'}, {'day': '월', 'hours': '08:00 - 20:00\n19:30 라스트오더'}]",True,False,"['아메리카노', '카페 라떼', '바닐라빈 라떼', '쌀 라떼']"
아티제 잠원파스텔점,카페,"['별점\n4.33', '방문자 리뷰 764', '블로그 리뷰 96']",서울 서초구 신반포로33길 27 파스텔프라자,"[{'day': '매일', 'hours': '07:30 - 22:00'}]",False,False,"['카페 아메리카노', '카페라떼', '스패니쉬라떼', '플랫화이트']"
금옥당 서초점,"카페,디저트","['방문자 리뷰 141', '블로그 리뷰 126']",서울 서초구 반포대로7길 13 1층 금옥당,"[{'day': '매일', 'hours': '정보 없음'}]",True,False,"['금옥 단팥죽', '금옥 단호박죽', '금옥 팥죽', '서울빙수']"
파브360,"카페,디저트","['별점\n4.68', '방문자 리뷰 270', '블로그 리뷰 43']",서울 서초구 사평대로52길 12 1층 & 지하,"[{'day': '화', 'hours': '08:30 - 21:00'}, {'day': '수', 'hours': '08:30 - 21:00'}, {'day': '목', 'hours': '08:30 - 21:00'}, {'day': '금', 'hours': '08:30 - 21:00'}, {'day': '토', 'hours': '09:30 - 21:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}, {'day': '월', 'hours': '08:30 - 21:00'}]",True,False,['메뉴 정보 없음']
고품격커피공장 본점,카페,"['별점\n4.6', '방문자 리뷰 711', '블로그 리뷰 40']",서울 서초구 반포대로21길 17 선업빌딩 1층 고품격커피공장,"[{'day': '화', 'hours': '07:00 - 21:00'}, {'day': '수', 'hours': '07:00 - 21:00'}, {'day': '목', 'hours': '07:00 - 21:00'}, {'day': '금', 'hours': '07:00 - 21:00'}, {'day': '토', 'hours': '09:00 - 20:00'}, {'day': '일', 'hours': '09:00 - 20:00'}, {'day': '월', 'hours': '07:00 - 21:00'}]",True,True,['메뉴 정보 없음']
퓨쳐마인드,"카페,디저트","['방문자 리뷰 202', '블로그 리뷰 30']",서울 서초구 동광로49길 88 지하1층,"[{'day': '화', 'hours': '07:30 - 18:00\n17:30 라스트오더'}, {'day': '수', 'hours': '07:30 - 14:30\n14:00 라스트오더'}, {'day': '목', 'hours': '07:30 - 18:00\n17:30 라스트오더'}, {'day': '금', 'hours': '07:30 - 18:00\n17:30 라스트오더'}, {'day': '토', 'hours': '07:30 - 18:00\n17:30 라스트오더'}, {'day': '일', 'hours': '07:30 - 18:00\n17:30 라스트오더'}, {'day': '월', 'hours': '07:30 - 18:00\n17:30 라스트오더'}]",True,False,"['아메리카노(take away)', '에스프레소', '아메리카노', '카페라떼']"
투썸플레이스 포이DI점,카페,"['방문자 리뷰 1,581', '블로그 리뷰 159']",서울 서초구 마방로10길 2,"[{'day': '화', 'hours': '07:00 - 22:00'}, {'day': '수', 'hours': '07:00 - 22:00'}, {'day': '목', 'hours': '07:00 - 22:00'}, {'day': '금', 'hours': '07:00 - 22:00'}, {'day': '토', 'hours': '08:00 - 22:00'}, {'day': '일', 'hours': '08:00 - 22:00'}, {'day': '월', 'hours': '07:00 - 22:00'}]",False,False,"['아메리카노', '라떼', '바닐라라떼']"
카페더비 신사본점,카페,"['방문자 리뷰 88', '블로그 리뷰 28']",서울 서초구 강남대로95길 12 에버빌딩 1층,"[{'day': '화', 'hours': '09:00 - 20:00\n19:50 라스트오더'}, {'day': '수', 'hours': '09:00 - 20:00\n19:50 라스트오더'}, {'day': '목', 'hours': '09:00 - 20:00\n19:50 라스트오더'}, {'day': '금', 'hours': '09:00 - 20:00\n19:50 라스트오더'}, {'day': '토', 'hours': '10:00 - 19:00\n18:50 라스트오더'}, {'day': '일', 'hours': '10:00 - 19:00\n18:50 라스트오더'}, {'day': '월', 'hours': '09:00 - 20:00\n19:50 라스트오더'}]",True,False,"['라떼아인슈페너', '아인슈페너', '카페라떼', '블루베리 요거트스무디']"
투썸플레이스 교대역점,카페,"['별점\n4.29', '방문자 리뷰 1,037', '블로그 리뷰 37']",서울 서초구 서초대로 304 강한미크리닉빌딩 1층,"[{'day': '화', 'hours': '07:30 - 23:00'}, {'day': '수', 'hours': '07:30 - 23:00'}, {'day': '목', 'hours': '07:30 - 23:00'}, {'day': '금', 'hours': '07:30 - 23:00'}, {'day': '토', 'hours': '07:30 - 23:00'}, {'day': '일', 'hours': '08:30 - 22:00'}, {'day': '월', 'hours': '07:30 - 23:00'}]",True,False,"['카페 아메리카노', '카페 라떼', '카페 모카', '카라멜 마키아또']"
리프레셔스,"카페,디저트","['별점\n4.65', '방문자 리뷰 337', '블로그 리뷰 336']",서울 서초구 청두곶6길 8 1층 리프레셔스,"[{'day': '화', 'hours': '10:00 - 21:00\n20:45 라스트오더'}, {'day': '수', 'hours': '10:00 - 21:00\n20:45 라스트오더'}, {'day': '목', 'hours': '10:00 - 21:00\n20:45 라스트오더'}, {'day': '금', 'hours': '10:00 - 21:00\n20:45 라스트오더'}, {'day': '토', 'hours': '10:00 - 21:00\n20:45 라스트오더'}, {'day': '일', 'hours': '10:00 - 21:00\n20:45 라스트오더'}, {'day': '월', 'hours': '정기휴무 (매주 월요일)'}]",True,False,"['americano', 'long black', 'cafe Latte', 'Vanilla latte']"
누볼라 양재,아이스크림,"['방문자 리뷰 55', '블로그 리뷰 47']",서울 서초구 양재천로 117-8 2층,"[{'day': '화', 'hours': '12:00 - 24:00'}, {'day': '수', 'hours': '12:00 - 24:00'}, {'day': '목', 'hours': '12:00 - 24:00'}, {'day': '금', 'hours': '12:00 - 24:00'}, {'day': '토', 'hours': '12:00 - 24:00'}, {'day': '일', 'hours': '12:00 - 24:00'}, {'day': '월', 'hours': '정기휴무 (매주 월요일)'}]",True,True,"['젤라또 컵 (2가지 맛)', 'Small 포장']"
초록버터서울 양재,브런치카페,"['방문자 리뷰 128', '블로그 리뷰 52']",서울 서초구 바우뫼로 190 1층,"[{'day': '화(11/12)', 'hours': '10:00 - 18:00\n15:00 - 16:00 브레이크타임'}, {'day': '수', 'hours': '10:00 - 19:00\n15:00 - 16:00 브레이크타임\n18:30 라스트오더'}, {'day': '목', 'hours': '10:00 - 19:00\n15:00 - 16:00 브레이크타임\n18:30 라스트오더'}, {'day': '금', 'hours': '10:00 - 16:00\n15:30 라스트오더'}, {'day': '토', 'hours': '10:00 - 16:00\n15:30 라스트오더'}, {'day': '일', 'hours': '10:00 - 16:00\n15:30 라스트오더'}, {'day': '월', 'hours': '정기휴무 (매주 월요일)'}]",True,True,"['두부크림치즈 계절 샐러드', '가을 들기름 파스타']"
스타벅스 센트럴시티점,카페,"['별점\n4.43', '방문자 리뷰 11,866', '블로그 리뷰 310']",서울 서초구 신반포로 176 (반포동),"[{'day': '화(11/12)', 'hours': '07:00 - 22:00'}, {'day': '수(11/13)', 'hours': '07:00 - 22:00'}, {'day': '목(11/14)', 'hours': '07:00 - 22:00'}, {'day': '금(11/15)', 'hours': '07:00 - 22:00'}, {'day': '토(11/16)', 'hours': '07:00 - 22:00'}, {'day': '일(11/17)', 'hours': '07:00 - 22:00'}, {'day': '월(11/18)', 'hours': '07:00 - 22:00'}]",False,False,['메뉴 정보 없음']
꾸움베이크샵,케이크전문,"['방문자 리뷰 19', '블로그 리뷰 26']",서울 서초구 방배천로2안길 55 1층,"[{'day': '화', 'hours': '11:00 - 19:00'}, {'day': '수', 'hours': '11:00 - 19:00'}, {'day': '목', 'hours': '11:00 - 19:00'}, {'day': '금', 'hours': '11:00 - 19:00'}, {'day': '토', 'hours': '11:00 - 19:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}, {'day': '월', 'hours': '11:00 - 19:00'}]",True,False,"['도시락 케이크', '미니 케이크', '1호 케이크', '2호 케이크']"
콘띠오 ConTio,"카페,디저트","['별점\n4.28', '방문자 리뷰 161', '블로그 리뷰 73']",서울 서초구 신반포로45길 38 1층 카페 콘띠오 ConTio,"[{'day': '화', 'hours': '09:00 - 21:00'}, {'day': '수', 'hours': '09:00 - 21:00'}, {'day': '목', 'hours': '09:00 - 21:00'}, {'day': '금', 'hours': '09:00 - 21:00'}, {'day': '토', 'hours': '09:00 - 21:00'}, {'day': '일', 'hours': '09:00 - 21:00'}, {'day': '월', 'hours': '09:00 - 21:00'}]",True,False,"['만차다', '콘레체']"
폴 바셋 강남삼성타운점,카페,"['별점\n4.59', '방문자 리뷰 4,909', '블로그 리뷰 244']",서울 서초구 서초대로78길 22 홍우제2빌딩 1층,"[{'day': '화', 'hours': '07:00 - 22:00'}, {'day': '수', 'hours': '07:00 - 22:00'}, {'day': '목', 'hours': '07:00 - 22:00'}, {'day': '금', 'hours': '07:00 - 22:00'}, {'day': '토', 'hours': '09:00 - 21:00'}, {'day': '일', 'hours': '09:00 - 21:00'}, {'day': '월', 'hours': '07:00 - 22:00'}]",False,False,['룽고']
